"3","ok"
"1","máy mới sạc chưa sài mà đã hết pin .cảm ứng rất chậm"
"5","Máy bền, bé làm rơi nhiều lần mà không bị hỏng."
"3","Nhưng khi chơi game nhẹ thì OK game nặng giật tung đít  với các chip 8lõi mà yếu hơn cả chip 4 lõi Snapdragon 425 ....ae chơi game không nên mua mặc dù thông số là thật đã kiểm tra bằn phần  mền untutu 68k điểm nhưng liên quân low seeting vẫn tụt fps..."
"3","Tôi dùng con này hơn 1 năm rồi, rớt mấy lần mà bây giờ vẫn xài tốt, hồi trước mua 4 triệu 9 luôn :(
Nhược điểm là bộ nhớ trong quá ít 4GB mà hệ thống chiếm hết hơn 1/2 còn trống có 2gb là cao, hệ điều hành ko update gì hết, 4.1 là ko up lên được nữa"
"1","nhận máy xong thật sự thất vọng về chất lượng. Kiểm tra xong thấy máy bị hở ở mép màn hình, Tem bảo hành cũng rách luôn. Shop trả lời là lỗi do người sử dụng do nhận máy đã 5 ngày rồi. Thôi thì lỗi của mình ham giảm giá và mở hàng ra chậm trễ. Đăng lên để người mua sau biết mà tránh mua hàng củ qua mạng. Nên đi mua trực tiếp cho yên tâm về chất lượng."
"1","Chay con thua cai may cui chip 4 nhan 1.3g nữa. thấy chíp 8 nhân 2g ram mua về chơi lien quân cho đã. Mua zìa máy nhu lo . Thua cái máy cui bap chip 4 nhân cùi t. Hic hic... tình hình là sản phẩm hàng nhái mà không đc đổi trã. hiễu anh em làm ăn luôn. Bye bye lazada ."
"5","máy chất lượng kém mua dược 2ngay loa đã rè bin nhanh hết"
"5","hiện tại máy mình dùng thử thấy hay bị lỗi kết nối mạng WiFi! đang online thì bị offline rồi một lúc sau thì lại vào được! WiFi nhà m ổn định, đã kiểm tra trên các thiết bị khác nhưng không bị mất kết nối. shop check giúp!"
"1","Mình mua hàng của lazada cũng nhiều nhưng dạo này hàng xấu và lỗi ko, mua điện thoại  thì giao điện thoại cũ. Hàng này thì ko xóa dc...."
"5","hang tuongdoi tot nhung phanmem shop nam o dau vayshopco lua gatphai khong"
"5","♡♡♡♡♡😄"
"5","chụp hình hơi xấu,máy chậm thua samsung lâu hết pin"
"4","Pin máy chỉ dùng trong 2tieng là hết pin,mình nghĩ là khoản 2000 không phải 4000 dau"
"3","I am very upset!  I did not see in your product description that this tablet is only for the Chinese market!  Now I need to try hard to install the global version for use !!"
"1","sp mau hết pin, trung bình tụt 1% pin trong 1 giờ khi ở chế độ chời,nt với shop thì shop không bao giờ xem."
"5","Máy mượt pin trâu. Mỗi tội cài chplay với tiếng việt khó quá. Giờ vẫn chưa cài đc"
"5","sp tốt đúng như mô tả"
"5","Giá này quá ok rồi. Chơi game tầm trung thôi nhưng giải trí phim, nhạc, web quá Ok."
"4","Sản phẩm nguyên seal,chất lượng,cần thời gian để đánh giá"
"5","máy mới nên mọi thứ đều tốt . cám ơn shop."
"3","máy nguyên seal, đẹp nhưng kính cường lực kèm theo đã nứt."
"2","khong sai duoc sim Vietnamobile"
"5","hết pin sạc không vô và mở máy không được vậy phải làm sao?"
"5","hình ảnh màu sắc o đẹp...hơi loạn cảm ứng... phí tiền quá..ngu thật..Thôi coi như mua về làm đồ chơi cho bé nghịch"
"4","đóng gói cẩn thận, máy hơi ọp ẹp ,loa chất lượng kém  , màn hình ổn ,camera yếu , nói chung tiền nào của ấy , tốt trong tầm giá,"
"4","Ok gia tien phu hop soi sp"
"1","on the fourth day the tablet died!"
"5","Toi muon tra hang hang bi loi"
"5","máy Sài tốt sử dụng rất ok cảm ơn shop nhìu"
"5","gọi điện báo đơn hàng dặn kỹ nhưng dao là máy cũ sước mặt nhiều. bưc hết cả mình"
"5","tot lm shop oi"
"5","Tệ....hàng bị lỗi ko xài được"
"5","giao hàng nhanh. 2 ngay ruoi là nhận dc hàng r..  máy chạy tốt.. màn hình rõ nét.. ok shop. nhưng loa hơi nhỏ.."
"5","hàng ôm có cái là độ sắc nét k được đẹp"
"5","Nhìn chung ok nhung hok bjk lăp sim cho nao"
"5","đẹp và ok "
"4","Mình đã nhận hàng nhưng khi mở khe sim ra thì đã có sẵn 1 sim trong đó Mình đã nhận hàng nhưng khi mở khe sim ra thì đã có sẵn 1 sim trong đó còn lại mình đang dùng nên chưa đánh giá được
Giao hàng nhanh"
"5","Máy ngon,pin trâu,bắt sóng tốt mọi thứ gần như hoàn hảo ngoại trừ màn hình hơi nhạt (chân thực),không đc nịnh mắt như các sản phẩm khác."
"5","Hàng mới nguyên seal 100%. Đã dùng được 3 ngày và rất hài lòng về sản phẩm."
"4","Sản phẩm nguyên seal. Giao hàng lâu"
"5","rất good , máy nguyên seal , mô tả như hình ,giao hag2 nhah"
"5","Lần này giao nhanh"
"5","Sản phẩm tốt. "
"5","Item ordered is Xiaomi Mipad 4 LTE. "
"5","tốt, "
"5","ok"
"5","Hàng giao đúng như mô tả, mẫu mã đẹp, chất lượng tạm ổn, chờ trải nghiệm thêm"
"5","Sản phẩm OK, đúng như những gì Shop nêu, muốn sử dụng văn bản phải cài office hơi mất công, máy chạy ổn, độ bền chưa biết... nhân viên nhiệt tình hướng dẫn, cảm ơn.!."
"5","máy tính bảng máy đẹp quá 
coi phim quá đã
máy mượt mà 
shop bán hàng có tâm"
"5","sac ko vô.. củ sac samsung..ko sac dc ."
"5","😂😂😂😂😂😂😂😂"
"5","Máy nguyên siu hàng dùng tốt trong tầm giá"
"5","máy sài thì OK... nhưng tải game k DC shop ơi"
"5","rất ok ,đúng mẫu đặt hàng"
"5","đã nhận hàng, máy đẹp , pin xài lâu, chơi liên minh mượt mà.....đáng tiền. Cám ơn lazada"
"5","qua ngon thank shop nha co gi lan sau ae mua tiep"
"5","ok hang ok "
"5","máy hư ko hoạt động.cảm ứng bị đơ.kết nối wi-fi ko được.mà ko cho đổi.làm mất qui tính lazada"
"1","máy rất cham và kg mở được màng hình lên liên nữa hay bị đứng máy 
cả ngày kg chơi gì hết mà nó cứ kêu vậy hoài"
"1","Trả hàng lại nhưng k nhận được tiền vì báo lại là do mình đóng gói k cẩn thận bị vỡ nên mình k nhận lại được tiền , coi như là mất gần 1 tr"
"5","muốn được đổi lại"
"1","mau hết pin"
"5","máy đẹp, cảm ứng mượt. Máy rẻ nhưng chất lượng không rẻ Rất hài lòng.
mấy comment chê thì mấy bạn này nên mua máy 5-10 triệu mà dùng. Tiền it mà đòi hit ... thơm"
"1","tệ"
"1","máy gì mà mau hết bin quá, xài chán lắm "
"4","máy chỉ hơi lag 1 chút, còn lại ok"
"5","Love my new kindle fire 7, thanks!!!"
"4","Sản phẩm tốt, bọc kĩ càng, tuy nhiên giao bị chậm."
"5","Sản phẩm đúng mô tả, giao hàng nhanh."
"5","ko tải game vn dc haizz"
"5","Mới sử dụng trước mắt cho 5 sao "
"5","không cần nói nhiều, đúng như quảng cáo, hàng chính hãng, nguyên seal"
"5","Màn hình sắc nét 2k, khá bự, máy full tiếng Việt chạy mượt, giá lại quá rẻ, phụ kiện đầy đủ sạc, cáp, dán màn, bao da, đủ dùng luôn, shop này làm ăn có tâm, cần phát huy, tết sẽ cố gom tiền mua thêm 1 máy về làm quà tặng cho gia đình"
"5","Máy ổn, màn hình nét, chạy mượt, camera hơi xước nhưng chụp ảnh không bị ảnh hưởng, pin trâu, nói chung chất lượng ổn, đáng tiền, giá lại rẻ"
"5","Dùng được 1 tuần máy vẫn ổn, chạy mượt"
"5","máy dẹp tốt rẻ"
"5","Máy quá tốt trong tầm giá, cám ơn shop tặng thêm bàn phím."
"5","Mép màn hình đường viền bị gẫy 3 điểm"
"3","Máy tốt, giao hàng trước thời hạn dự kiến. Nhưng có 2 vấn đề:
- Máy không gọi điện được mặc dù xem phần cài đặt có thấy cài đặt gọi điện.
- Tai nghe âm lượng rất nhỏ, không thể sử dụng đươc.
   Đề nghị nhà cung cấp xem xét."
"5","Máy chưa sd nên chưa bt. Ko có phiếu bảo hành và phieu trả hàng. Vãi.  Máy bị công vênh ở gốc. Trả hang thj ko co phiếu. Làm ăn mất uy tín."
"5","Máy tốt, giao hàng trước thời hạn dự kiến. Nhưng có 2 vấn đề:
- Máy không gọi điện được mặc dù xem phần cài đặt có thấy cài đặt gọi điện.
- Tai nghe âm lượng rất nhỏ, không thể sử dụng đươc.
   Đề nghị nhà cung cấp xem xét."
"5","Sản phẩm chất lượng tốt, đầy đủ phụ kiện, giao hàng nhanh chóng."
"5","sản phẩm chất lượng rất tốt, dùng cho các con học tiếng anh tốt. loa chuẩn"
"5","ngon thì có ngon thật nhưng k nghe gọi được gì hết "
"5","Máy còn mới lắm ! Chất lượng thì chưa sử dụng nhiều, đợi time nữa xem sao ."
"3","May đẹp"
"5","good"
"4","Đóng gói cẩn thận, giao hàng nhanh. Sản phẩm đẹp, chỉ hơi trầy xước chút ít. Shop uy tín."
"3","May tam on, nhung nhanh het pin, su dung khoang nua tieng la may nong qua.Minh muon doi may khac nhe"
"1","Đặt hàng Huawei nhưng giao Lenovo T9S giá còn không tương đương.
Đã vậy còn không cho kiểm hàng."
"1","Đặt 10inch giao 7inch"
"3","May tam on, nhung nhanh het pin, su dung khoang nua tieng la may nong qua.Minh muon doi may khac nhe"
"1","Đặt hàng Huawei nhưng giao Lenovo T9S giá còn không tương đương.
Đã vậy còn không cho kiểm hàng."
"5","hình ảnh khác hơn  với bên ngoàil còn toàn mọi thứ ổn mỗi cái pin nhanh hết thêa"
"3","shop cho hỏi sao máy k nhận sim vậy, tôi đang cần trợ giúp"
"5","may bi loipin hay bi sap nguon"
"5","máy mua về mới dùng 2 ngày đã hỏng gửi vào để đổi thì không trả lại máy đề nghị xem lại phương thức làm ăn"
"5","Hàng rất tốt, máy mới nguyên cảm ứng nhạy, đẹp, pin tốt, âm thanh quá tuyệt, giá hợp lý bình dân. Cảm ơn Lazada và cảm ơn shop . . . !"
"5","ok "
"5"," sản phẩm đẹp đúng mô tả "
"5","Máy sử dụng rất tốt cho 10d !"
"5","máy chạy mượt mà, đẹp"
"5","hàng đúng quảng cáo. đóng gói cẩn thận"
"5","đánh giá rồi không biết có được tặng tai nghe như shop nói không hihihi"
"2","ncc"
"5","sp tốt"
"5","sp giống mô tả. âm thanh ổn. wifi tốt. mọi thứ đều ổn."
"1","máy không dùng mạng di động của việt Nam đc mà phải mua code nước ngoài rất đắt nhưng shop không hề nói cho khách hàng biết"
"5","Máy chất lượng rất tốt, chúc shop có nhiều sản phẩm tốt hơn nữa"
"5","Đang dùng,dung lượng hơi nhỏ hạn chế tải game."
"5","giao máy còn đệp
coi youtube nhanh
tjank"
"5","không có củ sạc của nó. thì dùng thế nào, vứt máy đi à, bán cho tôi cục sạc tiếp tôi trả thêm tiền,"
"5","mình đặt máy tính bảng lenovo t9s mà sop lại gửi máy khác mình đã gửi lại đổi đúng máy mình đặt không biết lúc nào mới nhận được vậy"
"1","This is a scam. They don't send a Lenovo. They send a , SHANGBAIXING. Do not buy the Lenovo! Scam!
Liar's.. they send a piece of junk.."
"1","Tôi cân đoi lai mây bi lôi muôn gửi lai h lam j"
"3","Hàng dùng được tuy nhiên shop gửi ko đúng dây sạc làm phải đi ra ngoài tìm mua dây khác"
"5","máy chạy tốt, chơi game.mượt."
"5","Giao hàng nhanh. Máy ok. Cảm ơn shop."
"5","Lazada giao hàng cực nhanh. Nhân viên nhiệt tình dù phải đứng đợi mình về giữa trưa nắng. Quan trọng là sản phẩm rất tốt với một người chuyên cày như mình. Vừa phục vụ cho giải trí, vừa phục vụ cho việc dạy học. Đáng để dành nửa tháng lương."
"5","Thanks for sending quickly. I ordered it today morning and then received it tonight. 
I am doing the setting now, it is working very well."
"5","Sản phẩm giao hàng rất nhanh,tôi rất hài lòng với sản phẩm, nguyên seal nguyên kiện ngay cả từ điển cũng không có luôn."
"5","Fast delivery, product perfect, very happy with the service and my new kindle."
"5","standard waterproof kindle.  all good"
"5","Great product. Perfect delivery in less than 3 days"
"5","Ổn recommend 10/10"
"5","Perfect- exactly like the one I had that I bought from the uk."
"5","Sản phẩm tốt, giao hàng nhanh"
"5","It works and is waterproof... thats good enough for me. "
"5","Giao hàng nhanh,Đóng hàng chắn chắn, Còn chất lượng phải sử dụng qua. Cảm ơn Shop"
"5","Its water proof. Seems to work ok.  I have had it in the pool 2 times.  no problem."
"5","sản phẩm tốt nhưng  pin hơi kém củ sạc thì lại sạc không được nhanh vừa test máy và vừa sạc thì pin vẫn tụt phần trăm không lên đổi Mic đàm thoại nghe rất nhỏ ,Loa ngoài cũng không được tốt , phần Âm thanh rất tệ"
"5","Đặt hàng trưa qua mà chiều nay nhận dc hàng rồi, quá ngon, hàng nhìn keng xà beng, cho 5* vì dịch vụ cái đã, chất lượng để test rồi phản hồi shop sau kkk"
"5","RAT OK"
"5","Máy đẹp"
"5","bê màn hinh cung ban"
"5","sài tốt lắm"
"4","Its value is much better than iPad. The build is solid. The specification is reasonable.

The price for HD 8 is about the same as in the states.
I would have chosen HD 10 instead had its price been reasonable.

Keep in mind that this is not an ordinary tablet.
Its OS is modified by Amazon.

It does not come with Google Play Store. You have to figure out how to install it if you want Google Play. If the installation button is not responding, try to reboot.

When the screen is locked, it displays advertisements.

I bought this to replace my iPad 2. I use it mostly to watch YouTube and as an ebook reader. 

Chinese cheap tablets might appear to have better specifications than Fire.
However, Chinese specifications might be fake.
Even Taiwanese brand Tablets are made in China these days.
Hence, I choose Amazon over no name tablets.

Although Fire HD 8 is not perfect, I am happy with its performance and price."
"5","Máy mượt cài chplay các kiểu 
Chơi mượt liên quân vs võ lâm truyền kì
Thỉnh thoảng đag chơi nó văng ra
Nhưng mình tải ứng dụng xóa ram nên cx k sao vẫn chơi mượt
Nói chung rẻ nhưng quá ngon"
"4","Máy nguyên seal, bật lên đòi đăng nhập tài khoản amazon, mình đăng nhập xong, lên mạng cài google play luôn, xong cài face, you, .. các kiểu thoải mái. Xong máy lại có update thế là up lên bản mới nhất của amazon. Máy này không đổi được giao diện, không có tiếng việt, nhưng vì cài được play store nên vẫn gõ tiếng việt thoải mái. Màn hình khóa thì hiện quảng cáo amazon, không tắt được ứng dụng mặc định. Đó là mấy cái bất tiện, còn mình thì hoàn toàn hài lòng vì chỉ nghe nhạc, phim ảnh, facebook, game nhẹ trong khi giá khá mềm."
"3","Máy nguyên seal, giao hàng khá nhanh. Tuy nhiên độ phân giải màn hình kém, bị rỗ rất nhiều. Nếu chỉ dùng để đọc sách thì ổn, xem phim HD thì rất chán. Màu sắc không hiển thị trung thực lắm. Âm thanh tốt.
Máy chạy mượt nhưng kết nối wifi hơi cùi, mạng bắt được mạng không.
Amazone store ít ứng dụng, nếu cài được Google Play thì tốt hơn."
