"5","Đúng như hình,mà số nhỏ xíu"
"5","y mẫu,rất thik"
"4","OK"
"5","hoàn toàn hài lòng với sp 👍"
"4","tạm được."
"5","Hàng giao y như quảng cáo. Đóng gói cẩn thận, mình rất hài lòng!"
"4","sản phẩm ttoots, nên mua"
"5","tuyệt vời shop ơi. đẹp, rẻ,...Nói túm lại là tốt. sản phẩm tặng kèm tạm ổn. 5 sao cho Shop. sản phẩm như hình."
"3","Nói là 15-22 kg mặc vừa vậy mà con minh 3 tuổi 17kg mặc lại rất chật! Trong hunhf tặng kính bơi màu đen mà giao hàng màu hồng, con mình con trai sao đeo được đây' mọi người cân nhắc trước khi mua, chưa sử dụng nên ko biết có bền không!"
"2","order 2 cái thanh toán bằng thẻ. lúc nhận tin tưởng không bóc ktra luôn. về nhà mở ra giao hàng có 1 cái. mà hoá đơn vẫn ghi 2 cái. mọi ng lên cẩn thận với nhà bán hàng này"
"5","Chat luong tot"
"5","Con minh rat thich , cam on shop "
"5","tốt, hài lòng. cám ơn shop 😁"
"5","Mẫu đẹp, OK. Baby nhà rất thích. Độ bền thì xài rồi mới biết."
"3","áo bị nhỏ so với bé nhà mình nên ko dùng được "
"5","đúng như quảng cáo, 2 bé rất mê"
"5","áo đẹp, tặng kính đẹp, giá rẻ, gói hàng cẩn thận"
"5","hàng đẹp nhưng nhỏ quá không vừa cho con mình..! 😅😅😅"
"5","san pham ok nhung 6tuoi kha nang ko mac vua"
"5","sản phẩm giống như hình"
"5","áo đẹp, bền."
"1","Mua 4 áo phao, 2 áo bơi lần 2 đã bị xì😎😎😎"
"4","Áo phao chất liệu ok. Giao hàng nhanh, đúng màu đã chọn. Nhưng kính bơi tặng bé thì hàng không tốt lắm, bé vừa xài đã đứt dây, hic!"
"5","Áo đẹp và giống hình, con mình thích lắm có lí do đòi đi bơi luôn.
Giao hàng nhanh, chu đáo
Cám ơn Shop."
"5","Sản phẩm chuẩn như mô tả, giao hàng nhanh"
"5","Tôi rất hài lòng, màu y như hình"
"5","5* Cho Shop uy tín
Mình rất hài lòng về Shop, giao hàng nhanh, đóng gói cẩn thận.
Cám ơn Shop nhiều!"
"3","Vải đẹp tuy nhiên phần cổ nhanh xì hơi, cứ bơm lên là xẹp ngay. Còn nữa, dây buộc cứ tuột ra hoài rất bực."
"5","5* quá hài lòng, đã vợt thành công giá shock của chương trình. Mua 3 lần đều cảm thấy ổn, sản phẩm tốt, đều có bảo hành chu đáo, giá phải chăng. Chúc Shop buôn may bán đắt!"
"5","tốt"
"5","Đẹp "
"5","Rất đep"
"5","tốt "
"1","Bơm lên chưa xài để đc 5 phút thì xẹp. Ko hài lòng chút nào"
"5","SP ngon. Nên mua"
"5","tốt"
"5","hàng đẹp, dày dặn. thanks"
"5","Hài lòng về sản phẩm mới nhận được, giống mẫu 
Giao hàng nhanh"
"5","so với giá thì mua được dùng ổn"
"5","re ma dep,rat thik"
"5","Cám ơn Shop nhiều, con em thích lắm ạ Hàng chuẩn giống ảnh lại có quà tặng"
"5","hàng theo đúng mô tả, sẽ mua thêm để đi tặng bạn bè, thanks shop!"
"5","hàng giao đúng như mô tả, thêm cái kính đẹp, thanks shop"
"5","Tốt, con mình thích lắm, cám ơn shop"
"5","áo chất lượng, giá hợp lý"
"5","sản phẩm như hình,rất ưng ý. "
"5","Áo đẹp, nhưng hơi chật cho bé 4 tuổi 14kg.
Giao hàng nhanh."
"1","Sp đóng gói tốt! Sp Ok"
